date,aaxj,dfe,eem,efa,efg,efv,eido,epi,epp,ewg,ewj,ewp,ewu,eww,ewx,ewz,ezu,fxi,iefa,ilf,iwd,iwf,iwm,iwn,iwo,iwp,iws,iyr,jnk,schc,spy,tlt,vbk,vt,xlb,xle,xlf,xli,xlk,xlp,xlu,xlv,xly
2020-10-22,80.32,54.45,46.05,64.56,90.64,40.9,18.7,24.5,42.02,29.13,59.27,22.42,25.51,36.21,45.94,29.84,38.76,45.02,61.11,22.96,123.2,55.3875,162.13,109.48,235.88,90.92,85.99,80.52,105.4,33.17,344.61,157.05,228.49,83.07,32.88,15.27,25.17,80.85,59.285,65.27,32.285,107.42,75.83
2020-10-23,80.79,54.9,46.32,64.98,90.92,41.29,18.9,24.6,42.21,29.4,59.3,22.76,25.77,36.48,46.13,29.49,39.18,45.13,61.47,22.87,123.37,55.66,163.07,110.33,236.98,91.8,86.49,81.01,105.51,33.29,345.78,158.01,229.77,83.45,33.0,15.195,25.25,81.17,59.22,65.39,32.375,107.82,76.495
2020-10-26,79.89,53.23,45.72,63.81,89.11,40.66,18.84,24.14,41.75,28.08,58.73,22.41,25.38,35.79,45.37,29.56,38.06,44.7,60.33,22.68,120.83,54.7625,159.55,107.61,232.35,90.225,84.45,79.98,104.67,32.51,339.39,159.48,225.59,81.97,32.175,14.65,24.68,79.14,57.935,64.55,32.365,106.62,75.025
2020-10-27,80.45,52.55,45.92,63.31,88.9,40.05,18.79,24.32,41.4,27.68,58.94,21.87,25.13,35.44,45.34,28.72,37.41,44.79,59.88,22.21,119.31,55.0475,158.18,105.69,232.37,90.285,83.34,78.8,104.69,32.35,338.22,160.55,224.84,81.62,31.87,14.46,24.23,77.41,58.225,64.38,32.34,105.89,74.99
2020-10-28,78.76,50.29,44.77,61.42,86.85,38.61,18.27,23.59,40.51,26.38,58.14,21.09,24.16,34.3,44.23,27.17,35.91,43.89,58.13,21.17,115.84,52.9825,153.31,102.14,225.7,87.825,80.93,76.87,103.81,31.39,326.66,160.7,218.65,79.09,30.97,13.855,23.61,74.87,55.755,62.5,31.4,102.53,72.62
2020-10-29,79.65,50.23,45.22,61.71,87.27,38.83,18.28,23.59,40.57,26.48,58.58,20.96,24.4,33.72,44.33,27.52,35.98,44.55,58.36,21.31,116.73,53.625,155.14,103.8,227.47,88.17,81.98,78.04,104.08,31.57,329.98,159.14,220.17,79.78,31.61,14.28,23.79,75.96,56.685,62.48,31.485,101.69,73.08
2020-10-30,78.6,50.57,44.71,61.39,86.3,38.84,18.28,23.6,40.25,26.28,58.24,21.01,24.34,34.16,43.95,26.86,35.88,44.1,58.16,21.05,116.73,52.395,153.09,102.99,223.17,86.54,81.6,77.51,104.3,31.46,326.54,157.57,216.78,78.99,31.59,14.36,23.86,75.87,55.43,62.26,31.19,101.66,71.485
2020-11-02,79.74,51.09,45.28,62.19,87.14,39.51,18.7,23.77,40.56,26.64,58.85,21.46,24.62,34.09,44.08,27.17,36.46,44.98,58.81,21.24,118.91,52.6925,155.82,105.49,226.28,87.15,83.59,79.46,104.11,31.75,330.2,158.58,218.62,79.97,32.64,14.85,24.31,77.92,55.57,63.25,31.875,103.49,71.995
2020-11-03,79.92,52.3055,45.48,63.82,89.15,40.7,19.07,23.96,41.6,27.51,60.09,22.15,25.31,34.6,44.675,27.52,37.57,45.08,60.33,21.59,121.14,53.6275,160.24,108.38,233.1,89.09,85.23,80.99,105.1,32.6,336.03,157.66,224.19,81.48,33.15,14.765,24.85,80.22,56.55,64.29,32.335,105.0,73.58
2020-11-04,82.58,52.8604,46.91,64.52,91.03,40.71,19.39,24.51,42.06,27.88,59.99,22.02,25.54,34.94,45.56,28.39,38.14,46.96,60.93,21.92,121.11,55.9725,160.42,106.11,237.53,92.335,84.61,81.16,106.04,32.81,343.54,161.08,229.95,83.01,32.585,14.785,24.56,79.39,58.75,64.32,31.85,109.66,75.145
2020-11-05,83.69,54.24,47.71,66.07,93.54,41.51,20.32,24.87,43.2,28.61,61.47,22.77,26.03,36.46,46.23,29.88,39.18,47.7,62.41,23.08,123.21,57.2475,164.91,109.47,244.21,94.375,86.4,81.42,106.47,33.71,350.24,161.36,235.78,84.77,33.915,14.785,25.16,81.26,60.575,64.79,32.135,109.88,76.61
2020-11-06,83.81,54.52,47.93,66.21,93.61,41.59,20.44,25.12,43.12,28.64,61.52,22.77,26.1,36.76,46.26,30.76,39.29,47.73,62.59,23.61,123.03,57.3025,163.62,107.99,242.62,94.93,86.04,80.96,106.13,33.76,350.16,159.41,235.41,84.87,34.0,14.465,24.96,81.34,60.79,65.09,32.065,109.92,76.38
2020-11-09,84.21,55.4592,48.26,68.14,94.74,43.64,21.19,25.62,44.58,29.44,63.33,24.43,27.33,38.19,47.13,31.42,40.905,48.23,64.38,24.47,128.13,56.315,169.55,115.54,244.99,92.795,89.86,83.3,106.89,34.65,354.56,156.06,235.36,86.23,34.765,16.53,27.01,84.11,60.35,64.94,32.66,110.95,76.13
2020-11-10,83.2,56.07,47.71,68.75,94.32,44.67,21.74,25.44,44.85,29.73,63.09,25.52,28.13,38.89,47.05,31.74,41.62,47.12,64.88,24.91,129.6,55.4925,172.7,118.64,247.12,91.465,90.91,84.23,106.86,34.63,354.04,155.16,234.81,86.29,35.175,17.065,27.15,85.59,59.225,66.22,33.13,111.27,75.86
2020-11-11,83.72,56.26,48.02,69.33,95.47,44.82,21.62,25.62,45.27,29.94,63.47,25.64,28.46,39.08,47.25,31.77,41.89,47.6,65.36,25.01,129.21,56.53,172.63,117.16,250.03,93.32,90.52,84.77,106.7,34.87,356.67,155.72,237.7,86.84,34.65,16.89,27.04,84.87,60.63,66.79,33.255,111.13,76.525
2020-11-12,83.27,55.93,47.66,68.32,94.55,43.99,21.1,25.32,44.48,29.48,62.49,25.26,27.88,38.19,46.76,30.74,41.23,47.1,64.45,24.22,127.53,56.2,169.98,114.72,247.34,92.81,88.97,83.75,106.1,34.34,353.21,158.37,235.27,85.92,33.92,16.345,26.59,83.9,60.09,66.61,32.72,110.72,75.5
2020-11-13,84.33,57.0241,48.33,69.37,95.55,44.74,21.36,25.8,45.04,29.93,63.38,25.93,28.31,39.17,47.47,31.32,41.98,47.47,65.39,24.74,130.02,56.6275,173.5,117.96,250.97,93.44,91.18,85.94,106.44,34.91,358.1,158.16,238.52,87.13,34.505,16.94,27.03,85.76,60.6,67.53,33.045,112.12,76.725
2020-11-16,85.32,57.89,48.93,70.09,96.12,45.59,21.59,26.03,45.74,30.07,64.28,26.35,28.71,40.51,48.085,32.1,42.38,47.68,66.14,25.42,132.46,56.925,177.63,121.97,254.36,94.155,93.28,86.64,107.03,35.42,362.57,157.78,240.51,88.24,35.185,18.055,27.63,87.85,61.185,68.15,33.38,111.93,77.73
2020-11-17,85.18,58.01,48.88,70.02,95.7,45.72,21.82,26.0,45.89,30.07,64.03,26.31,28.53,40.73,48.21,32.99,42.44,47.36,66.08,25.98,131.9,56.825,178.46,122.28,255.97,94.33,93.08,86.71,107.13,35.31,360.62,158.81,241.78,88.06,35.055,18.24,27.59,87.62,60.845,67.67,32.725,111.2,77.4
2020-11-18,84.97,58.15,48.71,69.65,95.14,45.43,21.67,26.1,45.82,29.98,63.6,26.12,28.36,40.84,48.18,32.37,42.21,47.15,65.7,25.73,130.37,56.305,175.96,120.71,252.26,93.31,91.87,85.15,106.89,35.24,356.28,159.27,239.06,87.3,34.765,17.71,27.33,87.23,60.195,66.74,32.085,109.13,76.87
2020-11-19,85.09,58.16,48.79,70.14,95.9,45.71,21.72,26.1,46.05,30.14,64.02,26.45,28.6,40.72,48.44,32.91,42.51,47.12,66.18,25.95,130.74,56.6775,177.31,121.34,254.7,94.72,92.37,85.32,107.27,35.32,357.78,160.09,242.06,87.84,34.91,18.0,27.42,87.45,60.68,66.92,31.765,109.05,77.25
2020-11-20,85.77,58.3075,49.06,70.35,96.18,45.83,21.58,26.2,46.28,30.09,64.74,26.36,28.58,40.94,48.6,32.17,42.45,47.44,66.39,25.59,130.18,56.365,177.5,120.99,256.04,94.93,92.07,84.92,107.1,35.6,355.33,161.51,242.82,87.7,34.88,17.905,27.18,86.66,60.055,66.5,31.77,108.8,76.845
2020-11-23,85.9,58.63,49.19,70.26,95.58,46.07,21.96,26.32,46.11,30.13,64.78,26.48,28.63,41.06,48.61,32.35,42.5,47.25,66.38,25.89,131.96,56.3825,180.82,123.96,259.57,95.39,93.55,84.85,107.26,35.7,357.46,160.77,245.11,88.13,35.17,19.17,27.69,88.11,60.04,66.52,31.775,108.52,77.69
2020-11-24,86.99,59.56,49.85,71.31,96.01,47.16,22.46,26.79,47.14,30.52,65.76,27.15,29.18,41.85,49.33,33.44,43.17,47.51,67.35,26.86,134.78,56.9675,184.22,127.91,260.97,95.24,95.53,85.09,107.54,36.18,363.22,159.17,245.68,89.47,36.045,20.155,28.66,89.65,60.875,66.97,32.115,108.84,78.845
2020-11-25,86.31,59.67,49.57,71.22,96.29,46.96,22.31,26.63,47.14,30.58,65.29,27.13,28.97,41.56,49.3128,33.86,43.28,47.23,67.25,26.97,133.92,57.2375,183.59,126.81,261.42,95.925,94.77,85.16,107.53,36.02,362.66,158.68,245.88,89.33,35.67,19.685,28.56,88.97,61.005,66.93,32.2,108.44,78.94
2020-11-27,87.28,59.56,50.04,71.71,97.45,46.98,22.68,26.88,47.07,30.73,66.23,27.27,28.94,41.4,49.97,34.03,43.595,48.62,67.69,26.92,133.82,57.6875,184.37,126.19,264.63,97.34,94.42,84.9,107.66,36.33,363.67,160.22,248.83,89.77,35.855,19.455,28.47,88.82,61.33,66.92,31.88,109.44,79.11
2020-11-30,84.96,58.82,48.73,70.15,96.15,45.79,21.76,26.48,45.8,30.56,64.39,26.77,28.26,40.57,49.42,33.25,42.94,47.0,66.24,26.31,132.4,57.81,181.02,122.62,262.59,98.075,93.14,84.16,107.53,35.83,362.06,160.02,247.59,88.76,35.495,18.38,27.88,88.03,61.74,66.91,31.42,109.74,78.63
2020-12-01,86.2,60.6189,49.69,71.8,97.9,46.91,22.5,27.37,46.62,31.17,65.71,27.38,29.09,42.05,50.2957,34.89,43.95,47.48,67.85,27.64,133.63,58.39,182.7,124.43,263.37,98.37,94.21,85.12,107.54,36.66,366.02,157.5,248.68,90.08,35.885,18.465,28.31,87.81,62.53,67.5,31.64,110.66,79.215
2020-12-02,86.33,60.49,49.76,71.81,97.47,47.08,22.75,27.32,46.71,31.08,65.6,27.71,29.18,42.62,50.39,34.88,43.98,47.15,67.77,27.85,134.32,58.245,182.89,125.35,262.49,97.71,94.28,84.36,107.76,36.64,366.79,156.25,247.41,90.14,35.425,19.065,28.62,87.93,62.435,66.94,31.85,111.49,78.72
2020-12-03,87.19,60.93,50.33,71.93,97.52,47.24,22.72,27.57,46.96,31.03,65.76,27.63,29.54,43.0,50.76,35.47,43.98,47.13,67.98,28.23,134.6,58.2425,183.92,126.05,264.05,98.43,94.74,84.99,107.83,36.91,366.69,157.51,248.96,90.44,35.18,19.265,28.63,88.16,62.395,67.11,31.52,111.35,78.94
2020-12-04,88.06,61.4182,50.85,72.54,98.06,47.72,22.74,27.75,47.36,31.14,66.06,28.13,29.85,43.1,51.3,36.15,44.39,47.19,68.5,28.72,136.32,58.6175,188.2,129.57,269.02,99.55,96.22,86.24,108.28,37.26,369.85,155.2,252.85,91.31,35.89,20.315,28.98,89.21,63.02,67.63,31.205,112.54,79.015
2020-12-07,87.88,61.12,50.85,71.95,97.54,47.21,23.13,28.1,47.1,31.07,65.09,27.86,29.56,42.53,51.32,36.17,44.12,46.73,67.92,28.57,135.56,58.82,188.38,128.88,270.45,99.62,95.78,85.57,108.21,37.01,369.09,156.6,253.34,91.02,35.655,19.84,28.78,88.78,63.2,67.37,31.38,111.85,78.835
2020-12-08,87.94,61.36,50.87,72.2,98.01,47.29,23.04,28.08,47.21,31.22,65.24,27.85,29.69,42.74,51.5,36.25,44.24,46.58,68.13,28.61,136.03,59.0375,190.8,130.15,275.17,100.38,95.97,85.15,108.21,37.02,370.17,157.34,256.65,91.31,35.855,20.135,28.77,89.21,63.405,67.74,31.285,112.7,78.67
2020-12-09,87.26,61.5287,50.43,72.3,97.82,47.53,23.06,28.03,47.32,31.15,65.7,27.78,29.8,42.06,51.09,35.65,44.04,46.0,68.2,28.26,135.77,58.0225,189.41,129.94,271.51,98.7,95.84,84.5,107.97,37.0,366.85,156.82,253.33,90.75,35.875,20.18,28.7,89.41,62.19,67.47,31.23,112.31,78.595
2020-12-10,88.11,61.35,51.08,72.4,98.12,47.6,23.4,28.16,47.62,31.23,65.81,27.72,29.7,42.64,51.45,37.39,44.16,46.57,68.25,29.38,135.62,58.2025,191.24,130.54,275.6,99.77,95.89,84.01,108.15,36.47,366.73,158.21,256.21,91.01,35.655,20.8,28.75,88.56,62.28,67.17,31.07,112.12,78.525
2020-12-11,87.51,61.04,50.72,72.18,98.11,47.26,23.14,28.15,47.36,30.9,65.95,27.47,29.37,42.3,51.01,37.14,43.83,46.15,68.08,29.11,135.35,58.1175,190.3,129.45,274.65,99.93,95.36,84.05,108.06,36.33,366.3,158.77,256.37,90.77,35.45,20.56,28.46,88.77,62.15,67.32,31.12,111.68,78.15
2020-12-14,86.47,61.3229,49.94,71.53,97.63,46.69,23.1,28.27,47.01,30.71,65.91,27.22,28.97,41.84,51.2527,36.23,43.3,45.42,67.58,28.54,133.4,58.2075,189.93,128.15,276.54,100.15,94.17,83.06,108.03,36.44,364.66,158.33,257.63,90.57,35.0,19.84,28.13,87.62,62.375,67.06,30.96,110.84,78.265
2020-12-15,87.23,62.33,50.48,72.26,98.66,47.26,23.58,28.68,47.42,31.24,66.38,27.36,29.39,42.42,51.7,37.02,43.87,45.49,68.37,29.09,135.42,58.8825,194.68,131.72,282.65,101.32,96.01,84.66,108.41,37.02,369.59,157.8,262.14,91.74,35.635,20.23,28.61,88.84,63.415,67.22,31.57,112.04,79.32
2020-12-16,87.51,62.65,50.72,72.54,99.02,47.45,24.04,28.64,47.5,31.71,66.37,27.27,29.64,42.75,51.89,37.51,44.07,45.54,68.6,29.46,135.06,59.2,193.98,130.89,282.2,101.66,95.79,84.79,108.27,37.08,370.17,157.38,262.18,91.96,35.535,20.13,28.66,88.29,63.845,67.35,31.205,111.71,79.84
2020-12-17,88.07,63.63,51.05,73.05,100.05,47.61,24.09,28.73,47.99,32.11,66.76,27.44,29.72,43.49,52.1,37.89,44.44,45.83,69.1,29.83,135.73,59.75,196.29,132.06,286.87,103.3,96.46,85.62,108.45,37.42,372.24,156.8,266.04,92.55,35.945,20.035,28.74,88.83,64.35,67.78,31.415,112.91,80.385
2020-12-18,87.85,63.56,50.99,72.67,99.66,47.23,23.96,28.76,47.44,32.04,66.57,27.08,29.38,42.59,52.06,37.7,44.25,45.75,68.765,29.54,135.13,59.6975,195.34,130.41,287.44,103.88,95.73,84.08,108.1,37.19,369.18,156.33,267.49,92.26,36.105,19.7,28.49,88.84,64.125,67.93,31.145,113.0,79.995
2020-12-21,86.91,62.5364,50.24,71.74,98.94,46.53,23.87,27.48,47.03,31.39,65.85,26.54,28.88,41.88,50.59,36.62,43.55,45.38,67.94,28.83,134.45,59.6575,195.24,129.48,288.81,103.79,95.34,83.54,107.71,36.78,367.86,156.95,268.32,91.05,35.735,19.065,28.72,87.94,64.04,66.64,30.51,111.41,78.945
2020-12-22,86.24,62.5043,49.84,71.56,98.78,46.36,22.8,27.79,46.75,31.29,65.82,26.53,28.82,40.98,50.0,36.6,43.46,45.23,67.78,28.77,133.69,59.93,197.46,129.9,293.97,104.78,95.09,84.2,107.85,36.58,367.24,157.76,272.28,90.96,35.515,18.745,28.44,87.53,64.595,66.17,30.45,111.07,78.605
2020-12-23,87.17,63.78,50.35,72.33,99.46,46.97,22.98,28.3,47.35,31.77,66.06,27.12,29.37,42.21,50.72,36.66,44.06,45.61,68.54,29.07,134.7,59.5375,199.14,132.01,294.86,104.24,96.01,83.63,108.28,37.11,367.57,156.67,272.06,91.38,35.565,19.16,28.91,87.99,64.105,66.39,30.39,111.15,78.775
2020-12-24,86.76,64.2086,50.13,72.36,99.48,47.03,23.2,28.54,47.53,31.84,65.82,27.23,29.43,42.38,50.97,36.96,44.13,44.85,68.59,29.2,135.08,59.8175,199.01,132.01,294.33,104.29,96.08,84.29,108.55,37.27,369.0,157.29,271.91,91.59,35.79,19.06,28.95,88.0,64.53,66.72,30.605,111.47,78.94
2020-12-28,86.95,64.33,50.27,72.95,100.45,47.39,23.72,28.86,47.71,32.2,66.49,27.42,29.39,42.52,51.34,36.81,44.51,44.92,69.12,29.15,135.41,60.3125,198.27,132.3,291.43,102.92,96.19,85.06,108.65,37.36,372.17,157.36,269.0,92.01,35.65,18.94,29.09,88.11,65.26,67.25,30.74,111.75,79.84
2020-12-29,88.16,64.84,51.02,73.42,101.39,47.53,23.57,28.95,47.73,32.19,67.32,27.51,29.68,43.59,51.49,37.23,44.64,45.5,69.6,29.47,135.03,60.1875,194.43,130.08,284.86,102.24,95.44,84.37,108.61,37.68,371.46,157.16,265.35,92.19,35.565,18.815,28.99,87.58,64.95,67.05,30.735,112.28,79.865
2020-12-30,89.7,64.79,51.7,73.52,101.51,47.57,23.31,29.06,48.1,32.17,67.35,27.45,29.62,43.51,51.8,37.15,44.65,46.25,69.71,29.51,135.68,60.1475,196.41,131.69,288.09,102.79,96.48,84.75,108.81,37.85,371.99,157.5,267.93,92.51,36.055,19.11,29.12,88.14,64.915,66.98,30.89,112.26,80.345
2020-12-31,89.61,64.56,51.67,72.96,100.91,47.2,23.42,29.21,47.87,31.77,67.56,27.04,29.29,42.99,51.63,37.07,44.08,46.43,69.09,29.35,136.73,60.285,196.06,131.75,286.7,102.65,96.96,85.65,108.94,37.65,373.88,157.73,267.66,92.58,36.195,18.95,29.48,88.55,65.01,67.45,31.35,113.44,80.39
2021-01-04,90.43,65.0196,52.0,73.34,101.69,47.41,23.83,29.41,48.07,32.16,66.76,27.26,29.68,43.33,52.29,36.57,44.6,46.3,69.49,29.33,134.89,59.435,193.5,130.0,282.5,101.18,95.27,82.74,108.67,37.79,368.79,157.54,262.76,92.05,35.85,18.98,29.08,86.41,63.95,66.72,30.56,112.95,79.71
2021-01-05,92.65,66.17,53.25,74.1,102.31,47.88,24.31,29.9,48.95,32.32,67.38,27.48,30.14,43.57,52.76,36.78,44.86,47.56,70.27,29.65,136.05,59.745,196.49,132.74,285.96,101.98,96.36,82.73,108.74,38.34,371.33,156.37,266.04,93.06,36.655,19.83,29.21,87.26,64.365,66.72,30.555,113.77,80.305
2021-01-06,91.64,66.77,52.8,74.95,102.24,49.08,24.0,29.91,49.17,32.61,68.18,28.36,31.05,44.92,52.43,36.63,45.38,47.01,71.13,29.98,139.46,59.08,204.53,139.75,294.19,102.03,99.45,82.69,108.58,38.69,373.55,153.16,270.83,93.72,38.155,20.435,30.5,89.34,63.255,66.77,31.315,115.33,81.125
2021-01-07,92.56,66.97,53.3,75.03,102.16,49.32,23.81,29.95,49.4,32.77,68.04,28.43,31.05,44.56,52.48,37.16,45.57,47.34,71.13,30.35,140.68,60.4225,208.17,141.06,301.86,104.9,100.21,82.68,108.88,38.69,379.1,151.81,278.39,94.67,38.44,20.735,30.94,89.83,64.96,66.57,30.905,116.83,82.69
2021-01-08,95.14,67.47,54.71,75.73,103.52,49.47,24.52,30.53,49.77,32.92,69.29,28.53,31.26,45.09,53.02,37.7,45.8,48.32,71.75,30.61,140.77,61.0475,207.72,139.57,303.53,105.86,100.13,83.48,109.02,38.8,381.26,151.32,279.4,95.53,38.255,20.71,30.92,89.61,65.38,66.9,31.165,117.39,84.395
2021-01-11,94.02,66.21,53.97,74.74,102.18,48.87,24.38,30.32,49.04,32.37,68.64,28.24,30.7,44.53,52.31,36.41,45.06,47.67,70.75,29.84,140.88,60.315,207.54,139.96,302.66,105.57,100.11,82.3,108.43,38.16,378.69,151.07,279.67,94.67,38.255,21.035,31.02,89.58,64.84,66.33,30.875,117.94,82.82
2021-01-12,94.68,67.2,54.5,75.08,102.32,49.19,24.62,30.65,49.39,32.45,69.0,28.18,30.87,44.6,52.81,38.07,45.16,48.29,71.09,30.57,141.56,60.1875,211.26,142.8,307.34,106.37,101.14,82.27,108.59,38.4,378.77,150.95,282.97,95.03,38.74,21.77,31.34,90.47,64.53,66.11,30.71,116.66,84.085
2021-01-13,95.06,66.5573,54.62,74.98,102.29,49.03,24.66,30.6,49.22,32.43,69.2,28.29,30.72,44.12,52.72,37.32,45.08,48.43,70.98,29.98,141.43,60.4775,209.75,141.28,305.9,105.81,100.77,83.28,108.89,38.35,379.79,152.65,281.82,95.11,38.345,21.6,31.32,89.69,64.94,66.21,31.31,116.98,84.08
2021-01-14,95.83,67.06,55.13,75.58,102.82,49.61,24.91,30.67,49.62,32.55,69.92,28.3,31.1,44.83,53.33,38.61,45.28,48.65,71.52,30.77,141.96,59.9325,213.94,144.17,311.78,105.7,101.38,83.64,108.85,38.64,378.46,151.22,284.99,95.27,38.215,22.24,31.46,90.0,64.37,65.86,31.19,116.61,83.545
2021-01-15,94.73,65.81,54.35,74.4,101.31,48.74,24.49,30.09,49.21,31.84,68.72,27.52,30.55,44.48,52.5086,36.89,44.4,48.62,70.38,29.63,140.61,59.61,210.75,141.98,307.15,104.88,100.52,84.59,108.69,37.94,375.7,151.82,281.33,94.28,37.67,21.375,30.94,88.83,63.71,65.63,31.495,116.97,82.9
2021-01-19,96.57,66.82,55.25,74.94,102.41,49.01,24.15,30.06,49.69,32.21,69.12,27.68,30.7,44.16,52.8149,36.68,44.8,50.71,70.92,29.59,141.23,60.2975,213.45,142.96,313.15,105.96,100.96,84.36,108.98,38.29,378.65,152.31,285.64,95.1,37.8,21.805,31.02,89.12,64.54,65.34,31.375,117.85,83.37
2021-01-20,98.57,67.0785,56.22,75.45,103.16,49.34,25.04,30.58,50.32,32.45,69.47,27.58,30.9,44.16,53.06,36.66,45.04,52.27,71.42,29.56,141.89,61.58,214.39,143.7,314.55,107.07,101.64,86.06,109.25,38.81,383.89,152.46,287.83,96.25,37.925,21.885,30.89,89.67,65.82,65.46,31.56,118.5,84.945
2021-01-21,99.0,67.1857,56.32,75.51,103.44,49.24,24.93,30.33,50.39,32.68,69.2,27.43,30.92,43.6,52.96,35.98,45.19,51.97,71.57,29.05,141.03,61.9225,212.53,142.03,312.01,106.95,101.02,85.8,109.18,38.81,384.24,151.39,286.59,96.28,37.37,21.145,30.56,88.97,66.67,65.24,31.375,117.94,85.34
2021-01-22,98.14,66.17,55.83,75.15,103.29,48.85,24.41,30.05,49.98,32.55,69.24,27.11,30.62,42.96,52.78,35.04,44.87,51.71,71.19,28.48,140.27,61.895,215.0,143.79,316.21,106.77,100.7,85.97,108.94,38.49,382.88,151.88,288.28,95.83,37.19,21.035,30.34,88.51,66.415,65.07,31.42,117.59,85.05
2021-01-25,99.19,65.23,56.25,75.06,103.47,48.52,24.02,29.58,50.37,32.13,69.51,26.85,30.53,43.13,52.6,34.52,44.42,52.9,70.99,28.12,140.13,62.3475,214.79,143.54,315.82,106.57,100.56,86.61,108.94,38.41,384.39,153.67,287.12,96.04,36.995,20.82,30.12,87.91,66.97,65.72,32.05,118.36,85.365
2021-01-26,98.18,65.535,55.84,75.17,103.48,48.72,23.69,29.55,50.24,32.52,69.52,26.98,30.6,43.19,52.69,35.39,44.72,52.35,71.19,28.39,139.49,62.2775,213.3,142.82,312.82,105.1,99.8,87.24,108.88,38.51,383.79,153.38,283.9,95.76,36.485,20.375,29.88,87.1,67.015,66.31,31.73,117.92,85.31
2021-01-27,95.32,63.97,54.29,73.45,101.12,47.57,23.05,28.99,49.03,31.65,68.0,26.2,29.88,41.73,51.79,34.8,43.54,50.43,69.48,27.73,135.86,60.7225,209.39,141.12,305.26,102.06,97.38,85.79,108.54,37.64,374.41,153.77,275.43,93.46,35.41,20.1,29.0,85.37,65.75,65.19,30.875,114.34,82.68
2021-01-28,95.89,64.87,54.67,73.92,101.68,48.0,23.25,29.43,49.23,31.89,68.44,26.63,29.98,41.97,52.1,35.49,44.11,50.53,70.09,28.22,137.81,61.055,208.72,140.26,305.27,103.72,98.35,86.16,108.83,37.98,377.63,152.92,278.45,94.22,36.02,20.335,29.54,86.64,66.02,65.44,31.245,116.01,82.94
2021-01-29,93.52,64.15,53.31,72.39,99.49,46.93,22.45,28.65,47.94,31.46,66.99,26.02,29.22,40.19,51.27,34.19,43.31,49.36,68.58,27.16,135.44,59.81,205.56,138.4,300.39,102.26,96.73,85.28,108.4,37.4,370.07,152.0,273.48,92.37,35.32,19.66,28.95,84.77,64.465,64.09,31.075,115.03,81.005
2021-02-01,96.28,65.0668,54.75,73.25,101.2,47.43,23.57,29.78,48.57,31.77,67.69,26.11,29.59,41.77,52.02,34.92,43.85,50.71,69.5,27.9,136.87,61.075,210.61,141.55,308.64,104.27,98.17,87.34,108.45,38.0,376.23,152.0,279.7,93.95,35.735,19.8,29.33,85.65,66.08,64.15,31.225,115.47,83.11
2021-02-02,97.5,65.9069,55.46,73.99,102.11,47.83,23.49,30.4,49.26,32.22,68.23,26.41,29.77,41.61,52.93,35.68,44.47,51.43,70.215,28.33,138.82,62.0925,213.61,142.32,314.42,106.44,99.31,87.81,108.8,38.33,381.55,151.02,285.23,95.25,36.205,20.015,30.04,87.47,66.975,64.58,31.48,115.8,84.875
2021-02-03,98.11,66.28,55.74,74.17,102.08,48.15,23.61,30.78,49.34,32.45,68.63,26.73,29.72,41.45,53.18,36.03,44.55,51.55,70.38,28.44,139.39,61.95,214.25,143.21,314.8,105.84,99.85,87.57,108.88,38.56,381.85,149.68,284.99,95.4,36.275,20.87,30.21,87.53,66.745,64.68,31.38,114.98,84.4
2021-02-04,98.0,66.1416,55.76,74.25,101.82,48.25,23.6,30.98,49.29,32.47,68.71,26.81,29.66,41.51,53.26,35.48,44.68,51.3,70.49,28.26,141.18,62.6075,218.62,146.16,321.26,107.56,101.11,88.07,109.05,38.57,386.19,149.28,289.43,96.06,36.145,21.1,30.88,88.47,67.81,65.15,31.625,115.46,85.3
2021-02-05,98.73,67.0253,56.24,74.71,102.19,48.63,23.86,31.02,49.78,32.64,69.25,27.22,29.8,42.1,53.48,36.23,45.07,51.69,70.98,28.86,141.93,62.8625,221.65,147.81,326.68,108.67,101.78,88.24,109.26,38.96,387.71,148.03,293.01,96.65,36.765,21.28,30.89,88.99,67.66,65.76,31.795,115.67,86.115
2021-02-08,99.02,67.4418,56.34,75.23,103.01,49.1,24.08,31.34,50.05,32.7,70.49,27.28,29.95,42.15,53.97,36.27,45.29,51.52,71.43,28.88,143.49,63.235,227.31,151.74,334.41,109.55,103.05,88.48,109.56,39.27,390.51,148.68,297.82,97.32,37.07,22.17,31.29,89.75,68.37,66.01,31.55,115.81,86.605
2021-02-09,100.08,67.7019,56.94,75.64,103.76,49.19,23.81,31.28,50.12,32.74,70.87,27.04,30.17,42.92,54.21,36.01,45.41,52.2,71.81,29.02,143.52,63.2,228.38,152.07,336.63,110.1,103.14,88.87,109.34,39.52,390.25,148.79,299.62,97.62,36.795,21.935,31.3,89.98,68.29,65.95,31.595,115.98,86.125
2021-02-10,100.37,67.64,57.14,75.38,103.28,49.14,23.87,31.29,50.03,32.56,70.74,26.87,30.07,42.7,54.24,35.7,45.18,52.71,71.62,28.94,143.73,63.095,226.88,151.4,333.36,110.22,103.68,89.44,109.39,39.37,390.08,149.78,298.1,97.61,36.755,22.355,31.3,89.84,68.19,65.88,31.72,116.19,85.275
